"3,670,000","Bahar 1, Bahar, Jumeirah Beach Residence (JBR), Dubai, UAE",2 beds,2 baths,"1,294 sqft",https://dubai.dubizzle.com/property-for-sale/residential/apartment/2024/9/27/luxury-quality-fully-italian-branded-sea-v-2-559/,N/A
"2,500,000","Shams 4, Shams, Jumeirah Beach Residence (JBR), Dubai, UAE",2 beds,3 baths,"1,262 sqft",https://dubai.dubizzle.com/property-for-sale/residential/apartment/2024/9/27/sea-view-high-floor-vacant-on-transfer-2-338/,N/A
"3,500,000","Amwaj 4, Amwaj, Jumeirah Beach Residence (JBR), Dubai, UAE",3 beds,4 baths,"1,838 sqft",https://dubai.dubizzle.com/property-for-sale/residential/apartment/2024/9/27/great-investment-well-maintained-maids-roo-2-683/,N/A
"3,500,000","Al Bateen Towers, The Walk, Jumeirah Beach Residence (JBR), Dubai, UAE",2 beds,3 baths,"1,638 sqft",https://dubai.dubizzle.com/property-for-sale/residential/apartment/2024/9/27/sea-view-beach-access-vacant-exclusive-2-066/,N/A
"2,400,000","Bahar 1, Bahar, Jumeirah Beach Residence (JBR), Dubai, UAE",2 beds,3 baths,"1,294 sqft",https://dubai.dubizzle.com/property-for-sale/residential/apartment/2024/9/27/best-price-fantastic-views-high-floor-view-2-359/,N/A
"1,900,000","Amwaj 4, Amwaj, Jumeirah Beach Residence (JBR), Dubai, UAE",1 bed,2 baths,"1,169 sqft",https://dubai.dubizzle.com/property-for-sale/residential/apartment/2024/3/13/furnished-near-the-beach-spacious-2-663/,N/A
"2,900,000","Shams 2, Shams, Jumeirah Beach Residence (JBR), Dubai, UAE",2 beds,3 baths,"1,275 sqft",https://dubai.dubizzle.com/property-for-sale/residential/apartment/2024/8/27/full-sea-view-highly-upgraded-interior-vac-2-418/,N/A
"1,800,000","Rimal 3, Rimal, Jumeirah Beach Residence (JBR), Dubai, UAE",1 bed,2 baths,929 sqft,https://dubai.dubizzle.com/property-for-sale/residential/apartment/2024/8/27/vacant-modified-mid-floor-2-655/,N/A
"2,500,000","Shams 1, Shams, Jumeirah Beach Residence (JBR), Dubai, UAE",2 beds,3 baths,"1,274 sqft",https://dubai.dubizzle.com/property-for-sale/residential/apartment/2024/8/27/marina-view-renovated-full-floor-available-2-478/,N/A
"3,000,000","Shams 1, Shams, Jumeirah Beach Residence (JBR), Dubai, UAE",2 beds,3 baths,"1,376 sqft",https://dubai.dubizzle.com/property-for-sale/residential/apartment/2024/8/27/full-sea-view-vacant-full-renovated-2-912/,N/A
"2,700,000","Murjan 1, Murjan, Jumeirah Beach Residence (JBR), Dubai, UAE",2 beds,3 baths,"1,317 sqft",https://dubai.dubizzle.com/property-for-sale/residential/apartment/2024/8/27/with-terrace-high-floor-modified-2-987/,N/A
"2,250,000","Bahar 4, Bahar, Jumeirah Beach Residence (JBR), Dubai, UAE",1 bed,2 baths,"1,267 sqft",https://dubai.dubizzle.com/property-for-sale/residential/apartment/2024/8/27/one-bedroom-full-marina-views-large-terrac-2-055/,N/A
"9,200,000","Jumeirah Gate Tower 2, The Address Residences Jumeirah Resort and Spa, Jumeirah Beach Residence (JBR), Dubai, UAE",2 beds,3 baths,"1,475 sqft",https://dubai.dubizzle.com/property-for-sale/residential/apartment/2024/8/27/high-floor-furnished-stunning-sea-view-2-116/,N/A
"8,300,000","La Vie, Jumeirah Beach Residence (JBR), Dubai, UAE",2 beds,2 baths,"1,409 sqft",https://dubai.dubizzle.com/property-for-sale/residential/apartment/2024/8/27/panoramic-sea-view-upgraded-one-of-one-2-522/,N/A
"2,600,000","Rimal 4, Rimal, Jumeirah Beach Residence (JBR), Dubai, UAE",2 beds,3 baths,"1,391 sqft",https://dubai.dubizzle.com/property-for-sale/residential/apartment/2024/5/15/rimal-4-upgraded-large-2-bedroom-vacant-2-746/,N/A
"3,900,000","Rimal 5, Rimal, Jumeirah Beach Residence (JBR), Dubai, UAE",3 beds,4 baths,"1,925 sqft",https://dubai.dubizzle.com/property-for-sale/residential/apartment/2024/2/26/furnished-apt-marina-view-high-floor-2-392/,N/A
"5,000,000","Rimal 4, Rimal, Jumeirah Beach Residence (JBR), Dubai, UAE",2 beds,2 baths,"1,943 sqft",https://dubai.dubizzle.com/property-for-sale/residential/apartment/2024/2/10/uorade-dubai-eye-ampsea-view-huge-terrace-2-036/,N/A
"1,800,000","Murjan 2, Murjan, Jumeirah Beach Residence (JBR), Dubai, UAE",1 bed,2 baths,"1,101 sqft",https://dubai.dubizzle.com/property-for-sale/residential/apartment/2024/9/25/exclusive-motivated-seller-vacant-now-2-784/,N/A
"3,200,000","Jumeirah Gate Tower 1, The Address Residences Jumeirah Resort and Spa, Jumeirah Beach Residence (JBR), Dubai, UAE",1 bed,2 baths,742 sqft,https://dubai.dubizzle.com/property-for-sale/residential/apartment/2024/9/26/sea-view-vacant-fully-furnished-high-floor-2-919/,N/A
"4,250,000","Al Bateen Towers, The Walk, Jumeirah Beach Residence (JBR), Dubai, UAE",2 beds,3 baths,"1,704 sqft",https://dubai.dubizzle.com/property-for-sale/residential/apartment/2024/9/26/available-now-full-sea-views-furnished-2-141/,N/A
