"3,000,000","Sadaf 8, Sadaf, Jumeirah Beach Residence (JBR), Dubai, UAE",3 beds,4 baths,"1,903 sqft",https://dubai.dubizzle.com/property-for-sale/residential/apartment/2024/9/18/mid-floor-vacant-biggest-layout-2-268/,N/A
"9,200,000","Jumeirah Gate Tower 1, The Address Residences Jumeirah Resort and Spa, Jumeirah Beach Residence (JBR), Dubai, UAE",3 beds,4 baths,"1,868 sqft",https://dubai.dubizzle.com/property-for-sale/residential/apartment/2024/9/18/best-3-br-easy-viewing-vacant-luxury-desig-2-700/,N/A
"14,000,000","Jumeirah Gate Tower 2, The Address Residences Jumeirah Resort and Spa, Jumeirah Beach Residence (JBR), Dubai, UAE",3 beds,4 baths,"1,924 sqft",https://dubai.dubizzle.com/property-for-sale/residential/apartment/2024/9/21/luxurious-sea-view-and-private-beach-acces-2-279/,N/A
"2,300,000","Murjan 1, Murjan, Jumeirah Beach Residence (JBR), Dubai, UAE",2 beds,3 baths,"1,393 sqft",https://dubai.dubizzle.com/property-for-sale/residential/apartment/2024/9/18/fully-furnished-vacant-december-high-floor-2-618/,N/A
"4,200,000","FIVE Luxe, Jumeirah Beach Residence (JBR), Dubai, UAE",Studio,1 bath,711 sqft,https://dubai.dubizzle.com/property-for-sale/residential/apartment/2024/9/18/marina-views-premium-furnishing-investment-2-731/,N/A
"1,500,000","Bahar 6, Bahar, Jumeirah Beach Residence (JBR), Dubai, UAE",1 bed,2 baths,761 sqft,https://dubai.dubizzle.com/property-for-sale/residential/apartment/2024/9/18/hot-deal-vacant-spacious-layout-2-563/,N/A
"5,799,999","Rimal 1, Rimal, Jumeirah Beach Residence (JBR), Dubai, UAE",4 beds,5 baths,"4,191 sqft",https://dubai.dubizzle.com/property-for-sale/residential/apartment/2024/9/18/duplex-vacant-best-deal-spacious-2-129/,N/A
"15,000,000","Murjan 1, Murjan, Jumeirah Beach Residence (JBR), Dubai, UAE",5 beds,5 baths,"5,908 sqft",https://dubai.dubizzle.com/property-for-sale/residential/apartment/2024/9/12/duplex-penthouse-upgraded-5900sqft-15m-2-908/,N/A
"2,300,000","Murjan 1, Murjan, Jumeirah Beach Residence (JBR), Dubai, UAE",2 beds,3 baths,"1,393 sqft",https://dubai.dubizzle.com/property-for-sale/residential/apartment/2024/9/18/high-floor-fully-furnished-marina-view-2-432/,N/A
"2,500,000","Bahar 4, Bahar, Jumeirah Beach Residence (JBR), Dubai, UAE",2 beds,2 baths,"1,267 sqft",https://dubai.dubizzle.com/property-for-sale/residential/apartment/2024/9/5/prime-location-elegant-style-best-price-2-893/,N/A
"7,590,000","Jumeirah Gate Tower 1, The Address Residences Jumeirah Resort and Spa, Jumeirah Beach Residence (JBR), Dubai, UAE",2 beds,3 baths,"1,166 sqft",https://dubai.dubizzle.com/property-for-sale/residential/apartment/2024/9/18/vacant-sold-furnished-full-sea-view-2-241/,N/A
"2,600,000","Amwaj 4, Amwaj, Jumeirah Beach Residence (JBR), Dubai, UAE",2 beds,3 baths,"1,276 sqft",https://dubai.dubizzle.com/property-for-sale/residential/apartment/2024/9/18/fully-upgraded-marina-views-vacant-2-425/,N/A
"15,000,000","Jumeirah Gate Tower 1, The Address Residences Jumeirah Resort and Spa, Jumeirah Beach Residence (JBR), Dubai, UAE",4 beds,5 baths,"2,555 sqft",https://dubai.dubizzle.com/property-for-sale/residential/apartment/2024/9/18/fully-furnished-sea-view-upgraded-high-flo-2-198/,N/A
"8,500,000","Jumeirah Gate Tower 2, The Address Residences Jumeirah Resort and Spa, Jumeirah Beach Residence (JBR), Dubai, UAE",2 beds,2 baths,"1,473 sqft",https://dubai.dubizzle.com/property-for-sale/residential/apartment/2024/6/17/sea-view-furnished-high-floor-2-514/,N/A
"4,200,000","Sadaf 7, Sadaf, Jumeirah Beach Residence (JBR), Dubai, UAE",3 beds,4 baths,"3,880 sqft",https://dubai.dubizzle.com/property-for-sale/residential/apartment/2024/4/1/villa-style-living-in-the-heart-of-the-hap-2-159/,N/A
"2,300,000","Murjan 1, Murjan, Jumeirah Beach Residence (JBR), Dubai, UAE",1 bed,2 baths,"1,106 sqft",https://dubai.dubizzle.com/property-for-sale/residential/apartment/2024/9/17/upgraded-high-floor-negotiable-vacant-2-988/,N/A
"11,000,000","Jumeirah Gate Tower 2, The Address Residences Jumeirah Resort and Spa, Jumeirah Beach Residence (JBR), Dubai, UAE",3 beds,4 baths,"1,923 sqft",https://dubai.dubizzle.com/property-for-sale/residential/apartment/2024/5/8/vacant-serviced-3-bedroommaid-with-full-se-2-813/,N/A
"5,300,000","Rimal 2, Rimal, Jumeirah Beach Residence (JBR), Dubai, UAE",4 beds,4 baths,"1,894 sqft",https://dubai.dubizzle.com/property-for-sale/residential/apartment/2024/9/17/palm-and-ain-view-furnished-luxury-2-926/,N/A
"4,500,000","Sadaf 2, Sadaf, Jumeirah Beach Residence (JBR), Dubai, UAE",4 beds,5 baths,"2,758 sqft",https://dubai.dubizzle.com/property-for-sale/residential/apartment/2024/8/6/marina-view-upgraded-high-floor-vot-2-888/,N/A
